"","dataSet","observation"
"2540","right",-6.70609600571
"2541","right",-6.69695440245
"2542","right",-5.44369628458
"2543","right",-6.54453257831
"2544","right",-6.729662182
"2545","right",-6.55936817828
"2546","right",-5.95156353037
"2547","right",-6.02514724304
"2548","right",-5.44252033756
"2549","right",-5.75196299778
"2550","right",-5.81102662655
"2551","right",-6.04753716011
"2552","right",-6.19633828515
"2553","right",-5.11930302818
"2554","right",-5.13440171213
"2555","right",-5.61368134692
"2556","right",-6.75159414089
"2557","right",-4.79400488457
"2558","right",-5.8598843643
"2559","right",-6.13558270255
"2560","right",-6.63349334018
"2561","right",-4.99091599839
"2562","right",-5.76622887914
"2563","right",-4.77790450511
"2564","right",-5.56306472043
"2565","right",-5.92332922285
"2566","right",-5.90944508198
"2567","right",-5.58511585362
"2568","right",-5.15231528895
"2569","right",-5.30406393868
"2570","right",-6.44494587225
"2571","right",-6.35177171223
"2572","right",-6.1244475138
"2573","right",-5.57253997156
"2574","right",-5.90613428836
"2575","right",-4.72731052771
"2576","right",-4.22417126761
"2577","right",-4.64368560418
"2578","right",-5.57984792226
"2579","right",-4.66813156966
"2580","right",-5.73017686037
"2581","right",-4.47481745422
"2582","right",-5.39579857722
"2583","right",-5.18749248757
"2584","right",-5.70631427543
"2585","right",-5.17823066089
"2586","right",-4.44110640757
"2587","right",-5.01294067152
"2588","right",-5.56363994963
"2589","right",-5.37874784967
"2590","right",-4.65985857377
"2591","right",-4.73002829313
"2592","right",-4.8629375152
"2593","right",-4.788538233
"2594","right",-5.47541905859
"2595","right",-5.38079041979
"2596","right",-5.59121076802
"2597","right",-5.52824347216
"2598","right",-4.94075985232
"2599","right",-4.16306752988
"2600","right",-5.3830050215
"2601","right",-5.6340508475
"2602","right",-4.71017714089
"2603","right",-5.13415503557
"2604","right",-5.23559712769
"2605","right",-5.19582800638
"2606","right",-4.28972934516
"2607","right",-5.73982699036
"2608","right",-5.57619248999
"2609","right",-5.57792633026
"2610","right",-5.30398987139
"2611","right",-4.55675896502
"2612","right",-5.00492445244
"2613","right",-4.23388693201
"2614","right",-4.47602905461
"2615","right",-3.99011873091
"2616","right",-5.07481500376
"2617","right",-5.32714669234
"2618","right",-4.53628214617
"2619","right",-4.28977779911
"2620","right",-3.82353407106
"2621","right",-4.7764669726
"2622","right",-4.81012201172
"2623","right",-4.80485491008
"2624","right",-4.74205083734
"2625","right",-4.73605390538
"2626","right",-4.0900310683
"2627","right",-4.94852449125
"2628","right",-4.95247446681
"2629","right",-4.00900905236
"2630","right",-5.23818503616
"2631","right",-4.18882959536
"2632","right",-4.40722615108
"2633","right",-4.82575839863
"2634","right",-4.65813408192
"2635","right",-3.80820552989
"2636","right",-4.14283780559
"2637","right",-5.20949907683
"2638","right",-4.57753532402
"2639","right",-4.09516939286
"2640","right",-3.88657072093
"2641","right",-3.78240815082
"2642","right",-4.30182615031
"2643","right",-4.35441510908
"2644","right",-4.44977796348
"2645","right",-4.82090446746
"2646","right",-4.06426310569
"2647","right",-4.9433466492
"2648","right",-4.53670819968
"2649","right",-4.7842393663
"2650","right",-4.65603792196
"2651","right",-4.47755519781
"2652","right",-4.17473384452
"2653","right",-4.24933742345
"2654","right",-4.26296674531
"2655","right",-4.31521330111
"2656","right",-4.44029885378
"2657","right",-4.84928778741
"2658","right",-5.07221222875
"2659","right",-4.76521220638
"2660","right",-4.66963577388
"2661","right",-3.72045407869
"2662","right",-4.7125263078
"2663","right",-4.39011079775
"2664","right",-4.33686057526
"2665","right",-4.28489778144
"2666","right",-4.83852929565
"2667","right",-4.01522752829
"2668","right",-4.65662704248
"2669","right",-3.31277041047
"2670","right",-5.12959012084
"2671","right",-4.40989167414
"2672","right",-4.19762883822
"2673","right",-3.60937245271
"2674","right",-4.10264119674
"2675","right",-4.43228006716
"2676","right",-4.12131981756
"2677","right",-4.34320364667
"2678","right",-3.77258234866
"2679","right",-4.48679311913
"2680","right",-3.8766842273
"2681","right",-3.92434693984
"2682","right",-3.97872359964
"2683","right",-3.01743041741
"2684","right",-3.55417743801
"2685","right",-3.60576766138
"2686","right",-4.47889877706
"2687","right",-3.47714463148
"2688","right",-3.01805523715
"2689","right",-3.92326204543
"2690","right",-3.64223345597
"2691","right",-3.84545304077
"2692","right",-3.94014310786
"2693","right",-4.25509468843
"2694","right",-3.70760517216
"2695","right",-4.06353223253
"2696","right",-3.305673403
"2697","right",-3.94404342318
"2698","right",-4.50354744654
"2699","right",-3.65183163898
"2700","right",-3.73828157041
"2701","right",-4.05044242153
"2702","right",-4.56874217852
"2703","right",-3.96366228739
"2704","right",-3.70685095845
"2705","right",-4.06687345239
"2706","right",-3.70691375402
"2707","right",-3.86294291192
"2708","right",-4.34080210219
"2709","right",-3.64083470415
"2710","right",-3.8132015364
"2711","right",-2.98107731511
"2712","right",-4.02327818158
"2713","right",-3.74427281273
"2714","right",-4.16955411044
"2715","right",-3.59102095093
"2716","right",-3.86801637071
"2717","right",-4.14191820688
"2718","right",-3.32069315423
"2719","right",-3.75832978572
"2720","right",-3.15449585714
"2721","right",-3.95108505181
"2722","right",-3.31676054529
"2723","right",-4.12672335751
"2724","right",-3.66546115394
"2725","right",-4.38901351622
"2726","right",-2.71220758118
"2727","right",-3.00030885896
"2728","right",-3.64183481853
"2729","right",-3.2407517576
"2730","right",-4.13369641937
"2731","right",-2.97040529502
"2732","right",-3.21235776502
"2733","right",-3.42146351925
"2734","right",-2.69345167667
"2735","right",-3.46362319924
"2736","right",-2.93813678502
"2737","right",-2.69552085082
"2738","right",-4.05178494027
"2739","right",-3.87432088192
"2740","right",-3.71828469521
"2741","right",-3.54705623028
"2742","right",-4.1044401904
"2743","right",-3.97551971987
"2744","right",-3.82235816903
"2745","right",-3.30200730136
"2746","right",-3.3208216086
"2747","right",-3.45290808609
"2748","right",-3.80633710389
"2749","right",-3.17628988195
"2750","right",-3.58047761766
"2751","right",-3.25461017563
"2752","right",-3.42958257007
"2753","right",-2.68302513281
"2754","right",-3.02494546959
"2755","right",-3.84720618794
"2756","right",-3.14190354613
"2757","right",-2.8938023352
"2758","right",-3.73820434635
"2759","right",-3.5103187044
"2760","right",-2.98560111867
"2761","right",-3.24398376265
"2762","right",-3.29976515612
"2763","right",-2.91034760499
"2764","right",-3.10778158854
"2765","right",-2.72428169857
"2766","right",-3.12821993465
"2767","right",-3.75299758738
"2768","right",-2.8314336999
"2769","right",-3.72113274212
"2770","right",-3.23767633365
"2771","right",-2.70979043736
"2772","right",-3.53163234502
"2773","right",-3.01885799931
"2774","right",-2.78248944594
"2775","right",-3.75419415301
"2776","right",-3.04257822344
"2777","right",-3.54754397083
"2778","right",-3.43023147406
"2779","right",-3.77016492679
"2780","right",-2.6948105254
"2781","right",-2.98845118087
"2782","right",-3.44299934026
"2783","right",-3.25706726412
"2784","right",-3.65866776918
"2785","right",-2.78527601812
"2786","right",-3.68122973755
"2787","right",-2.86587517406
"2788","right",-3.18748609586
"2789","right",-2.76181798044
"2790","right",-3.49791980881
"2791","right",-3.43245902558
"2792","right",-3.0858856384
"2793","right",-2.69515333947
"2794","right",-3.15208658551
"2795","right",-3.2764963096
"2796","right",-2.99643986339
"2797","right",-3.32280246081
"2798","right",-3.00247933283
"2799","right",-3.26057842607
"2800","right",-2.68799487728
"2801","right",-3.39988280681
"2802","right",-2.68861136047
"2803","right",-2.98298382844
"2804","right",-3.33803273732
"2805","right",-3.15846424415
"2806","right",-2.71044441194
"2807","right",-3.89326062367
"2808","right",-3.24606803178
"2809","right",-3.01834942857
"2810","right",-3.43488674921
"2811","right",-2.7083833323
"2812","right",-2.70438173366
"2813","right",-2.83422730511
"2814","right",-2.73005951693
"2815","right",-2.87903432836
"2816","right",-2.68623251912
"2817","right",-2.99465896842
"2818","right",-2.84109132159
"2819","right",-2.99439035928
"2820","right",-2.7413855934
"2821","right",-3.06491590703
"2822","right",-3.1301332324
"2823","right",-3.65681830514
"2824","right",-2.77973668282
"2825","right",-2.68463871862
"2826","right",-2.83696538867
"2827","right",-2.70587977531
"2828","right",-2.93565571186
"2829","right",-3.38473701648
"2830","right",-2.71037333551
"2831","right",-3.52473023894
"2832","right",-2.94333975822
"2833","right",-3.21851072445
"2834","right",-3.1337999728
"2835","right",-2.98606191763
"2836","right",-2.77913113417
"2837","right",-2.68997068233
"2838","right",-2.71150522674
"2839","right",-2.68029769059
"2840","right",-2.73068427841
"2841","right",-2.68621529589
"2842","right",-2.68908931509
"2843","right",-3.2270627879
"2844","right",-2.71351864154
"2845","right",-2.69177655994
"2846","right",-3.01803132968
"2847","right",-3.33520481655
"2848","right",-2.73369666061
"2849","right",-2.6950364008
"2850","right",-2.73879367128
"2851","right",-2.75109931049
"2852","right",-2.68259446728
"2853","right",-2.96229059772
"2854","right",-2.69920398536
"2855","right",-2.68387372494
"2856","right",-3.02243972849
"2857","right",-2.68074145697
"2858","right",-2.69110237981
"2859","right",-2.6856711292
"2860","right",-2.68362629724
"2861","right",-2.71596652085
"2862","right",-2.8320743349
"2863","right",-2.68135984479
"2864","right",-2.73236152194
"2865","right",-2.8992731752
"2866","right",-2.6945259137
"2867","right",-2.70290393226
"2868","right",-2.71459667337
"2869","right",-2.69419735205
"2870","right",-2.89528037954
"2871","right",-2.68017445056
"2872","right",-2.77944945542
"2873","right",-2.70275274302
"2874","right",-2.68117436026
"2875","right",-2.68542945897
"2876","right",-2.81357899809
"2877","right",-2.6975675914
"2878","right",-2.81511506746
"2879","right",-2.70669512546
"2880","right",-2.69632623763
"2881","right",-2.70850144928
"2882","right",-2.68227066855
"2883","right",-2.71061431978
"2884","right",-2.68672558608
"2885","right",-2.71154021704
"2886","right",-2.97773860549
"2887","right",-2.68001470864
"2888","right",-2.68886984726
"2889","right",-2.68776035303
"2890","right",-2.69994034586
"2891","right",-2.68025663991
"2892","right",-2.68566015386
"2893","right",-2.6966042727
"2894","right",-2.68147449248
"2895","right",-2.74020835259
"2896","right",-2.70550678936
"2897","right",-2.76576872485
"2898","right",-2.71250676505
"2899","right",-2.71126644248
"2900","right",-2.69215829409
"2901","right",-2.70137530763
"2902","right",-2.71346254602
"2903","right",-2.68006173991
"2904","right",-2.68077377009
"2905","right",-2.70166199161
"2906","right",-2.6806066831
"2907","right",-3.15246100023
"2908","right",-2.68346630119
"2909","right",-2.8222855887
"2910","right",-2.9377323857
"2911","right",-2.72104008012
"2912","right",-2.6867935794
"2913","right",-2.6819557771
"2914","right",-2.6827515062
"2915","right",-2.6879733961
"2916","right",-2.70189676762
"2917","right",-2.69061378286
"2918","right",-2.77056219499
"2919","right",-2.69447630934
"2920","right",-2.8428914994
"2921","right",-2.689143546
"2922","right",-2.70004490701
"2923","right",-2.6998898311
"2924","right",-2.70023594635
"2925","right",-2.68460354646
"2926","right",-2.71187627024
"2927","right",-2.71460111379
"2928","right",-2.68744416679
"2929","right",-2.75062882095
"2930","right",-2.68022198755
"2931","right",-2.68372064505
"2932","right",-2.73781834692
"2933","right",-2.69623648577
"2934","right",-2.74853583284
"2935","right",-2.68572252825
"2936","right",-2.68494196161
"2937","right",-2.87949956339
"2938","right",-2.69230795549
"2939","right",-2.6857514721
"2940","right",-2.70191940823
"2941","right",-2.68317463341
"2942","right",-2.79791539183
"2943","right",-2.71418490864
"2944","right",-2.69823306168
"2945","right",-2.68020518886
"2946","right",-2.68429042594
"2947","right",-2.71219861735
"2948","right",-2.68350795207
"2949","right",-2.70897381514
"2950","right",-2.68238804496
"2951","right",-2.69769890515
"2952","right",-2.69764308586
"2953","right",-2.68529763861
"2954","right",-2.68800092267
"2955","right",-2.69047118263
"2956","right",-2.68012477227
"2957","right",-2.74191916007
"2958","right",-2.68760304645
"2959","right",-2.69461187997
"2960","right",-2.68499706745
"2961","right",-2.68179036832
"2962","right",-2.68135856158
"2963","right",-2.70805268252
"2964","right",-2.70550007612
"2965","right",-2.71740575345
"2966","right",-2.68080211079
"2967","right",-2.68884532183
"2968","right",-2.68531606352
"2969","right",-2.68223252336
"2970","right",-2.72858101125
"2971","right",-2.72156626929
"2972","right",-2.69525837457
"2973","right",-2.70637419886
"2974","right",-2.68901969285
"2975","right",-2.7116240846
"2976","right",-2.72287766342
"2977","right",-2.68535407106
"2978","right",-2.72800885111
"2979","right",-2.68307883299
"2980","right",-2.69039297363
"2981","right",-2.6812301173
"2982","right",-2.68339748245
"2983","right",-2.68505581162
"2984","right",-2.68807879621
"2985","right",-2.68060253009
"2986","right",-2.69500043743
"2987","right",-2.81881233001
"2988","right",-2.68459179717
"2989","right",-2.68647471463
"2990","right",-2.71354227691
"2991","right",-2.68284487923
"2992","right",-2.72365586684
"2993","right",-2.68579192426
"2994","right",-2.72303248453
"2995","right",-2.68485509655
"2996","right",-2.68696996596
"2997","right",-2.71653527617
"2998","right",-2.70572375261
"2999","right",-2.70004208692
"3000","right",-2.70451706252
"3001","right",-2.68039034565
"3002","right",-2.68187709398
"3003","right",-2.68004972239
"3004","right",-2.68179477345
"3005","right",-2.68296392743
"3006","right",-2.70041758378
"3007","right",-2.68464155916
"3008","right",-2.69955834292
"3009","right",-2.6895034564
"3010","right",-2.68670706633
"3011","right",-2.7297988744
"3012","right",-2.68040884449
"3013","right",-2.69136812406
"3014","right",-2.68273699837
"3015","right",-2.71476926885
"3016","right",-2.68641893748
"3017","right",-2.69350191603
"3018","right",-2.70067538455
"3019","right",-2.68180226663
"3020","right",-2.70065862647
"3021","right",-2.70448636477
"3022","right",-2.68251245453
"3023","right",-2.68146872543
"3024","right",-2.68788815025
"3025","right",-2.6831848163
"3026","right",-2.68332289606
"3027","right",-2.70626899342
"3028","right",-2.69464165283
"3029","right",-2.69970813192
"3030","right",-2.69088591211
"3031","right",-2.68145913894
"3032","right",-2.68333546158
"3033","right",-2.68796294053
"3034","right",-2.69032130481
"3035","right",-2.68148421757
"3036","right",-2.68105072536
"3037","right",-2.68494399526
"3038","right",-2.68684770035
"3039","right",-2.68077105924
"3040","right",-2.68899103306
"3041","right",-2.70751115069
"3042","right",-2.68368194663
"3043","right",-2.69427911098
"3044","right",-2.68657823686
"3045","right",-2.68503234176
"3046","right",-2.68687389136
"3047","right",-2.68326052847
"3048","right",-2.69245542852
"3049","right",-2.68312016256
"3050","right",-2.70253698005
"3051","right",-2.68100337159
"3052","right",-2.68386117544
"3053","right",-2.68417522885
"3054","right",-2.70631056884
"3055","right",-2.73958166592
"3056","right",-2.68715764508
"3057","right",-2.68190520255
"3058","right",-2.70583954942
"3059","right",-2.68756807086
"3060","right",-2.68179586187
"3061","right",-2.68478651422
"3062","right",-2.68758131856
"3063","right",-2.68092878521
"3064","right",-2.68242943351
"3065","right",-2.68493911475
"3066","right",-2.68070006267
"3067","right",-2.69027291437
"3068","right",-2.68930033444
"3069","right",-2.68841934958
"3070","right",-2.69203536168
"3071","right",-2.692628485
"3072","right",-2.68619789832
"3073","right",-2.69345638816
"3074","right",-2.68040002714
"3075","right",-2.68110246233
"3076","right",-2.68589043813
"3077","right",-2.69419706016
"3078","right",-2.69561144605
"3079","right",-2.69500336965
"3080","right",-2.69124738059
"3081","right",-2.68597841222
"3082","right",-2.6810642096
"3083","right",-2.68090636699
"3084","right",-2.68144679799
"3085","right",-2.70277244101
"3086","right",-2.68363579036
"3087","right",-2.6851436228
"3088","right",-2.69462211054
"3089","right",-2.68233242743
"3090","right",-2.69081584262
"3091","right",-2.68644556029
"3092","right",-2.68759970431
"3093","right",-2.71920905804
"3094","right",-2.68766585075
"3095","right",-2.68343489224
"3096","right",-2.68514383326
"3097","right",-2.68064685954
"3098","right",-2.6942337716
"3099","right",-2.68
"3100","right",-2.6836533987
"3101","right",-2.68
"3102","right",-2.69543767411
"3103","right",-2.68
"3104","right",-2.68
"3105","right",-2.68052673576
"3106","right",-2.68
"3107","right",-1.44767739537
"3108","right",-1.07433281461
"3109","right",-1.14433593829
"3110","right",-0.435683773413
"3111","right",-1.06759179409
"3112","right",-0.19084563626
"3113","right",-0.970812056741
"3114","right",-1.19841580811
"3115","right",-0.30448904121
"3116","right",-0.394905695949
"3117","right",-0.854950653731
"3118","right",-0.79368258224
"3119","right",-1.15956011323
"3120","right",-1.29498247948
"3121","right",-1.2041381747
"3122","right",-1.22175273277
"3123","right",-0.0492302135239
"3124","right",-0.877693683042
"3125","right",-1.05571503892
"3126","right",-0.868584608709
"3127","right",-0.754067043111
"3128","right",-1.52277634962
"3129","right",-1.3033980924
"3130","right",-1.04213515486
"3131","right",-1.16134485564
"3132","right",-1.451879325
"3133","right",-1.19211647025
"3134","right",-1.0533381176
"3135","right",-0.142556289145
"3136","right",-1.88577125305
"3137","right",-0.032929117291
"3138","right",-0.363624955877
"3139","right",-1.20232191447
"3140","right",-0.831175890957
"3141","right",-0.757424640862
"3142","right",-1.52930896152
"3143","right",-0.999374196072
"3144","right",-1.23621577257
"3145","right",-1.64886600219
"3146","right",-1.11336818426
"3147","right",-0.44753496831
"3148","right",-1.21656928386
"3149","right",-0.369386326055
"3150","right",-0.892850602161
"3151","right",-0.884696598896
"3152","right",-0.747259786375
"3153","right",-1.2183552529
"3154","right",-0.585835352603
"3155","right",-0.227777019132
"3156","right",-0.858572598467
"3157","right",-1.48844872614
"3158","right",-1.76177735858
"3159","right",-0.832936755703
"3160","right",-1.33346864201
"3161","right",-1.3241662857
"3162","right",-0.0816097145563
"3163","right",-1.06891615473
"3164","right",-1.46224160991
"3165","right",-0.953736854661
"3166","right",-0.0714161200921
"3167","right",-0.839107785313
"3168","right",-1.59502725867
"3169","right",-1.25216315932
"3170","right",-1.08599677039
"3171","right",-1.3301078934
"3172","right",-1.02803138522
"3173","right",-0.374369343896
"3174","right",-0.101556496304
"3175","right",-1.24524504953
"3176","right",-0.85500592814
"3177","right",-1.11590297802
"3178","right",-0.712406387675
"3179","right",-0.433014074262
"3180","right",-1.00489807159
"3181","right",-0.490326980809
"3182","right",-0.336716457383
"3183","right",-0.564096713997
"3184","right",-1.06560718991
"3185","right",-0.425635852592
"3186","right",-1.02201542669
"3187","right",-0.226292015239
"3188","right",-0.606707352237
"3189","right",-0.927617682159
"3190","right",-1.20426155323
"3191","right",-0.189567949126
"3192","right",-0.848789857443
"3193","right",-0.805921729847
"3194","right",-0.406953569663
"3195","right",-1.23573947481
"3196","right",-0.731111067419
"3197","right",-1.20219920541
"3198","right",-1.02711650459
"3199","right",-0.90238617115
"3200","right",-1.06696892225
"3201","right",-0.977830095607
"3202","right",-0.794921618177
"3203","right",-0.680298332918
"3204","right",-1.3124858002
"3205","right",-0.983877699857
"3206","right",-1.3054371478
"3207","right",-0.304959279695
"3208","right",-1.01351090292
"3209","right",-0.849203401266
"3210","right",-0.0864214862713
"3211","right",-0.415384324108
"3212","right",-0.650762034634
"3213","right",-0.413103887344
"3214","right",-0.538923655661
"3215","right",-0.0142544001074
"3216","right",-1.00258833371
"3217","right",-0.736071200295
"3218","right",-0.57584765044
"3219","right",-0.595804892424
"3220","right",-0.454505420551
"3221","right",-0.0569631415995
"3222","right",-0.444796275237
"3223","right",-1.0722251942
"3224","right",-0.394708151966
"3225","right",-0.879968732187
"3226","right",-0.880354633016
"3227","right",-1.4331869014
"3228","right",-0.92724830748
"3229","right",-0.616336251212
"3230","right",-0.0263538021376
"3231","right",-0.421442151311
"3232","right",-0.954783154601
"3233","right",-0.595742133057
"3234","right",-0.0695347762992
"3235","right",-0.562363437325
"3236","right",-0.699030544295
"3237","right",-0.577060457706
"3238","right",-0.182114704529
"3239","right",-0.79188763172
"3240","right",-0.562081459688
"3241","right",-0.0376294278165
"3242","right",-0.261870382227
"3243","right",-0.377504058734
"3244","right",-0.0756354103052
"3245","right",-0.0232100086045
"3246","right",-0.611781996473
"3247","right",-0.830717712078
"3248","right",-0.0179241861805
"3249","right",-0.011316125356
"3250","right",-0.286006060055
"3251","right",-0.286678086185
"3252","right",-0.660418148565
"3253","right",-0.613476368658
"3254","right",-0.379384008986
"3255","right",-0.161490906195
"3256","right",-0.0195420925159
"3257","right",-0.0431625904634
"3258","right",-0.531738840286
"3259","right",-1.24658666526
"3260","right",-0.122451816717
"3261","right",-0.75762313373
"3262","right",-0.559743146079
"3263","right",-0.0391308862075
"3264","right",-0.641983766342
"3265","right",-0.445882983637
"3266","right",-0.135662176249
"3267","right",-0.87775120261
"3268","right",-0.933891661644
"3269","right",-1.27812359102
"3270","right",-0.421612191203
"3271","right",-0.29832833604
"3272","right",-0.859795916579
"3273","right",-0.159515223433
"3274","right",-0.620563874366
"3275","right",-0.67196791142
"3276","right",-0.00945393397822
"3277","right",-0.116289974573
"3278","right",-0.971808080279
"3279","right",-0.0862082541009
"3280","right",-0.564152183961
"3281","right",-1.05270263787
"3282","right",-0.0995579926309
"3283","right",-0.950089779406
"3284","right",-0.0894534427216
"3285","right",-0.0947858267636
"3286","right",-0.095532723293
"3287","right",-0.840616928005
"3288","right",-0.652831183354
"3289","right",-0.719802405079
"3290","right",-0.620563477973
"3291","right",-0.762678036698
"3292","right",-0.137983580013
"3293","right",-0.569119192432
"3294","right",-0.0398310120433
"3295","right",-0.0537511831904
"3296","right",-0.233044764168
"3297","right",-0.506133447971
"3298","right",-0.460163531857
"3299","right",-1.31646127907
"3300","right",-0.0304738703518
"3301","right",-0.0516274296112
"3302","right",-0.663225162922
"3303","right",-0.72325860054
"3304","right",-0.00275557719168
"3305","right",-0.343389137466
"3306","right",-0.39976563775
"3307","right",-0.0297132328472
"3308","right",-0.00209850476417
"3309","right",-0.870969658466
"3310","right",-0.139802023231
"3311","right",-0.597470287045
"3312","right",-0.134789824093
"3313","right",-0.593076491199
"3314","right",-0.27053669173
"3315","right",-0.0194562752059
"3316","right",-0.0676976011718
"3317","right",-0.0941342003475
"3318","right",-0.00472865657181
"3319","right",-0.33874795407
"3320","right",-0.0971090011567
"3321","right",-0.780548785946
"3322","right",-0.0423491491828
"3323","right",-0.0666271061496
"3324","right",-0.440210113255
"3325","right",-0.0356922601388
"3326","right",-0.169743101466
"3327","right",-0.0115566158972
"3328","right",-0.021551780596
"3329","right",-0.124184254898
"3330","right",-0.132654305951
"3331","right",-0.506018027194
"3332","right",-0.15999699362
"3333","right",-1.1121438766
"3334","right",-0.606497673374
"3335","right",-0.0330272115373
"3336","right",-0.429392185195
"3337","right",-0.556681654662
"3338","right",-0.379312334959
"3339","right",-0.33145253593
"3340","right",-0.00592999035625
"3341","right",-0.0262610085808
"3342","right",-0.295530505863
"3343","right",-0.0531101007561
"3344","right",-0.00576080058763
"3345","right",-0.0430619772172
"3346","right",-0.00598498034906
"3347","right",-0.00226570623877
"3348","right",-0.0249895243375
"3349","right",-0.0419507406672
"3350","right",-0.111507869003
"3351","right",-0.00305721371736
"3352","right",-0.398876209381
"3353","right",-0.753924870331
"3354","right",-0.371302945935
"3355","right",-0.19162946328
"3356","right",-0.87556854473
"3357","right",-0.0302732290809
"3358","right",-0.0187413121164
"3359","right",-0.0200877805833
"3360","right",-0.593023477997
"3361","right",-0.267520762417
"3362","right",-0.180075819374
"3363","right",-0.506066843094
"3364","right",-0.589403384174
"3365","right",-0.0134918084459
"3366","right",-0.0184982732026
"3367","right",-0.0337726396863
"3368","right",-0.179355025562
"3369","right",-0.0277811763167
"3370","right",-0.0274465478824
"3371","right",-0.0387188351802
"3372","right",-0.187254739485
"3373","right",-0.23513246458
"3374","right",-0.00331237172189
"3375","right",-0.323385948776
"3376","right",-0.656811381212
"3377","right",-0.00947568337476
"3378","right",-0.168337276305
"3379","right",-0.00330573629721
"3380","right",-0.0187125602466
"3381","right",-0.0469152389027
"3382","right",-0.588830426767
"3383","right",-0.0325579093605
"3384","right",-0.630761472635
"3385","right",-0.0511715789703
"3386","right",-0.00305662943695
"3387","right",-0.566721732129
"3388","right",-0.235352743394
"3389","right",-0.39906197205
"3390","right",-0.00287738321578
"3391","right",-0.000616435699538
"3392","right",-0.0260182360651
"3393","right",-0.00821053591711
"3394","right",-0.140213073341
"3395","right",-0.00577285856711
"3396","right",-0.0379834692715
"3397","right",-0.239069689096
"3398","right",-0.233075141482
"3399","right",-0.0685926298622
"3400","right",-0.13543048065
"3401","right",-0.0338019912975
"3402","right",-0.180665237691
"3403","right",-0.0124163004931
"3404","right",-0.0493748359169
"3405","right",-0.00418676322587
"3406","right",-0.275914253711
"3407","right",-0.00268824258601
"3408","right",-0.047313087545
"3409","right",-0.261867532998
"3410","right",-0.00165248658584
"3411","right",-0.313099410182
"3412","right",-0.0170878814486
"3413","right",-0.00508769434045
"3414","right",-0.0978003243254
"3415","right",-0.0106010091582
"3416","right",-0.182018080177
"3417","right",-0.522146136401
"3418","right",-0.000228469777191
"3419","right",-0.000417349995632
"3420","right",-0.561223807013
"3421","right",-0.0167350019546
"3422","right",-0.0221651455423
"3423","right",-0.000846526781228
"3424","right",-0.00868551422409
"3425","right",-0.0655940894603
"3426","right",-0.229246509517
"3427","right",-0.00930451355384
"3428","right",-0.0176220130722
"3429","right",-0.0012145043264
"3430","right",-0.0192780150268
"3431","right",-0.148339088235
"3432","right",-0.0220357614196
"3433","right",-0.00272892346627
"3434","right",-0.000770942285197
"3435","right",-0.0260055236821
"3436","right",-0.0334735970379
"3437","right",-0.0423945841017
"3438","right",-0.0305332805313
"3439","right",-0.0192517344411
"3440","right",-0.00377493329879
"3441","right",-0.0232385833681
"3442","right",-0.0741352170288
"3443","right",-0.0184768845445
"3444","right",-0.00575451515108
"3445","right",-0.00430834820959
"3446","right",-0.128382768824
"3447","right",-0.118924744376
"3448","right",-0.0330826295344
"3449","right",-0.0197797700709
"3450","right",-0.0409630829979
"3451","right",-0.0726680685932
"3452","right",-0.0173528965986
"3453","right",-0.0102203627814
"3454","right",-0.00179092405812
"3455","right",-0.0282955865114
"3456","right",-0.0457245409174
"3457","right",-0.01401969272
"3458","right",-0.00247452444001
"3459","right",-0.0195964746516
"3460","right",-0.00277498209193
"3461","right",-0.0267210092923
"3462","right",-0.0556824782226
"3463","right",-0.00477488712332
"3464","right",-0.00315771367602
"3465","right",-0.00827632682453
"3466","right",-0.0246070180981
"3467","right",-0.0025569328522
"3468","right",-0.0590247900068
"3469","right",-0.0195878631166
"3470","right",-0.00554175206035
"3471","right",-0.063686804526
"3472","right",-0.0156941527687
"3473","right",-0.0598088729595
"3474","right",-0.00431927549445
"3475","right",-0.00119276022616
"3476","right",-0.0109540142063
"3477","right",-0.00471068126447
"3478","right",-0.0175322553521
"3479","right",-0.0221134166035
"3480","right",-0.063389934511
"3481","right",-0.0117795278624
"3482","right",-0.00903938667064
"3483","right",-0.0041611063476
"3484","right",-0.116286853414
"3485","right",-0.00193594137491
"3486","right",-0.0187175945328
"3487","right",-0.00627843668817
"3488","right",-0.0144538162529
"3489","right",-0.0119770890655
"3490","right",-0.0235418081669
"3491","right",-0.0200568096994
"3492","right",-0.0126434181796
"3493","right",-0.0081247614903
"3494","right",-0.00313403745205
"3495","right",-0.0220414297828
"3496","right",-0.0140168106215
"3497","right",-0.00562496524344
"3498","right",-0.00415897532596
"3499","right",-0.00384141311071
"3500","right",-0.0200638295172
"3501","right",-0.0230205808497
"3502","right",-0.00435676162509
"3503","right",-0.0323444512753
"3504","right",-0.0111364181443
"3505","right",-0.070242490854
"3506","right",-0.00675970989606
"3507","right",-0.00224149413649
"3508","right",-0.055432749521
"3509","right",-0.0137395808699
"3510","right",-0.0192093654736
"3511","right",-0.0187580821821
"3512","right",-0.00152182851366
"3513","right",-0.0110663538545
"3514","right",-0.0695538530709
"3515","right",-0.0247913011698
"3516","right",-0.00706549338144
"3517","right",-0.00547515432809
"3518","right",-0.00414203341211
"3519","right",-0.00375342623985
"3520","right",-0.00883355982768
"3521","right",-0.0101572457779
"3522","right",-0.0273579121202
"3523","right",-0.0161108049595
"3524","right",-0.0173877954519
"3525","right",-0.0672071588036
"3526","right",-0.00162873464433
